NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
11315,서울특별시 중랑구 상봉동,102-5,102,5,제이타운Ⅲ,월세,24.22,202410,15,"2,000",55,4,2017,면목로92길 33-5,202411~202611,신규,-,,
11321,서울특별시 중랑구 면목동,72-36,72,36,대우오피스텔,전세,38.58,202410,15,"15,000",0,6,2009,겸재로 226-3,202412~202612,신규,-,,
11323,서울특별시 관악구 봉천동,921-6,921,6,청룡오피스텔,전세,13.2,202410,15,"25,000",0,3,2005,청룡4길 32,202410~202610,신규,-,,
11333,서울특별시 서초구 양재동,402-5,402,5,서초미르,월세,25.3,202410,15,"18,000",10,3,2016,논현로1길 21,202412~202612,신규,-,,
11335,서울특별시 동작구 대방동,405-4,405,4,칸타빌레,월세,27.49,202410,15,"10,000",40,5,2014,상도로 62,202411~202611,신규,-,,
11345,서울특별시 서초구 서초동,1589-5,1589,5,센츄리오피스텔,월세,24.75,202410,15,"2,000",75,7,1990,반포대로14길 30,202411~202511,신규,-,,
11393,서울특별시 금천구 가산동,237-37,237,37,비에스힐즈-1,월세,41.44,202410,15,"1,000",130,3,2023,가산로3가길 24,202410~202510,갱신,-,"1,000",130
11405,서울특별시 은평구 대조동,186-43,186,43,오피스텔 원,월세,23.13,202410,15,"1,000",58,2,2004,연서로28길 25,202411~202611,신규,-,,
11410,서울특별시 마포구 성산동,277-4,277,4,동호 오피스텔,월세,20.16,202410,15,"2,000",55,5,2003,성산로2길 15,202411~202611,신규,-,,
11425,서울특별시 강서구 화곡동,24-18,24,18,강서파크뷰 투웨니퍼스트,월세,25.21,202410,15,"1,000",73,11,2020,화곡로44길 3,202411~202511,신규,-,,
11451,서울특별시 강동구 천호동,166-76,166,76,다성 이즈빌,전세,52.11,202410,15,"45,000",0,6,2021,진황도로27가길 6-5,202410~202610,신규,-,,
11469,서울특별시 구로구 구로동,97,97,0,로제리움2차,월세,19.74,202410,14,"10,000",15,5,2014,가마산로26길 5,202411~202611,신규,-,,
11508,서울특별시 영등포구 영등포동1가,Jan-75,75,1,여의도 더 시그니엘,전세,28.7,202410,14,"32,000",0,14,2022,경인로112길 4-3,202411~202611,신규,-,,
11516,서울특별시 종로구 연지동,111,111,0,주함해븐타워 3동,월세,20.19,202410,14,"3,800",15,4,2019,창경궁로16길 30,202409~202612,갱신,-,60,36
11540,서울특별시 중구 황학동,1834,1834,0,해비치,월세,38.33,202410,14,"2,000",98,4,2016,난계로17길 60-10,202411~202611,신규,-,,
11551,서울특별시 영등포구 대림동,1122,1122,0,신대림자이,월세,55.68,202410,14,"10,000",100,11,2007,시흥대로 589-8,202410~202610,신규,-,,
11566,서울특별시 동작구 대방동,385-22,385,22,hik's HOME(?'s홈),월세,22.98,202410,14,"15,000",38,5,2003,여의대방로 204,202411~202610,신규,-,,
11593,서울특별시 관악구 신림동,1474-22,1474,22,e-샤르망 오피스텔,월세,14.58,202410,14,500,40,3,2003,난곡로63길 16,202412~202512,신규,-,,
11597,서울특별시 은평구 대조동,26-11,26,11,서경하우스,월세,44.05,202410,14,"1,000",130,3,2022,진흥로 153-8,202410~202610,신규,-,,
11602,서울특별시 양천구 목동,607-36,607,36,엠제이6,전세,34.33,202410,14,"34,000",0,4,2022,목동중앙북로7가길 52,202410~202610,갱신,-,"37,200",0
11617,서울특별시 은평구 역촌동,17-17,17,17,위산엘리시움,전세,53.81,202410,14,"26,000",0,2,2018,진흥로9길 2,202411~202611,신규,-,,
11618,서울특별시 은평구 응암동,126-10,126,10,거성리젠시,월세,52.01,202410,14,720,60,3,2020,불광천길 462-13,202410~202510,신규,-,,
11642,서울특별시 은평구 응암동,577-7,577,7,아르지움 주상복합,월세,20.85,202410,13,"3,000",80,6,2024,응암로 217,202410~202510,신규,-,,
11670,서울특별시 영등포구 영등포동7가,94-50,94,50,미진오피스텔,월세,23.36,202410,13,"5,000",42,5,2019,버드나루로 87,202411~202511,신규,-,,
11702,서울특별시 관악구 봉천동,736-5,736,5,알프스타워오피스텔,월세,25.03,202410,12,"11,000",10,4,2002,봉천로7길 33,202412~202612,신규,-,,
11707,서울특별시 영등포구 당산동1가,256-117,256,117,당산 아틀리에,전세,28.44,202410,12,"24,100",0,2,2020,영등포로25길 14,202410~202610,갱신,-,"24,100",0
11709,서울특별시 관악구 봉천동,917-13,917,13,신안오피스텔,월세,23.45,202410,12,"5,000",47,4,2003,청룡8길 21,202410~202610,신규,-,,
11742,서울특별시 관악구 신림동,1425-6,1425,6,(1425-6),월세,27.65,202410,12,"1,000",75,5,2018,봉천로12길 32,202411~202511,신규,-,,
11775,서울특별시 강동구 길동,416-4,416,4,솔목오피스텔,전세,31.44,202410,12,"10,000",0,3,2002,성안로 160,202411~202611,신규,-,,
11799,서울특별시 마포구 노고산동,54-98,54,98,정호 오피스텔,월세,16.2,202410,12,"1,000",50,4,2004,신촌로12다길 23,202411~202511,신규,-,,
11840,서울특별시 강서구 화곡동,371-21,371,21,덕용팰리체,월세,49.56,202410,12,"10,000",80,9,2018,가로공원로 200,202410~202610,갱신,-,"10,000",70
11848,서울특별시 은평구 불광동,281-61,281,61,타디스주상복합,월세,22.6,202410,12,"16,000",15,6,2019,불광로 44-2,202411~202611,신규,-,,
11849,서울특별시 은평구 녹번동,81-17,81,17,CS아르체,전세,44.7,202410,12,"22,000",0,5,2017,서오릉로 30,202411~202611,신규,-,,
11871,서울특별시 성북구 보문동7가,100,100,0,보문엘타워,월세,45.8,202410,12,"28,000",20,4,2019,보문로 49,202412~202612,신규,-,,
11884,서울특별시 중랑구 면목동,604-21,604,21,예인플레이스,전세,50.37,202410,12,"33,600",0,5,2020,면목로43길 19,202411~202611,갱신,사용,"32,000",0
11893,서울특별시 동대문구 전농동,Apr-32,32,4,전농동하우스토리,월세,30.2,202410,12,"3,000",65,5,2007,사가정로 122,202412~202612,신규,-,,
11919,서울특별시 금천구 독산동,303-1,303,1,독산동주상복합,월세,46.35,202410,12,"12,000",20,4,2001,가산로3길 77,202412~202612,신규,-,,
11965,서울특별시 영등포구 영등포동6가,127-11,127,11,케이디타워,월세,28.23,202410,11,"3,000",115,7,2023,영신로42길 7,202410~202610,신규,-,,
12010,서울특별시 양천구 신월동,Mar-45,45,3,덕수펠리체,월세,49.73,202410,11,"1,000",80,4,2010,남부순환로 330,202411~202611,신규,-,,
12016,서울특별시 강서구 화곡동,402-4,402,4,(402-4),월세,53.02,202410,11,"2,000",100,2,2000,강서로29길 8,202410~202512,신규,-,,
12028,서울특별시 송파구 가락동,Feb-99,99,2,가락동 훼미리 오피스텔2차,월세,44.55,202410,11,"3,000",115,7,1990,송파대로28길 6,202411~202611,신규,-,,
12030,서울특별시 관악구 남현동,1062-20,1062,20,파크빌 오피스텔,월세,24.32,202410,11,"2,000",55,7,2001,남현3길 69,202410~202610,신규,-,,
12050,서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,전세,44.46,202410,11,"33,000",0,12,2004,선릉로86길 31,202412~202612,신규,-,,
12060,서울특별시 관악구 신림동,1461-14,1461,14,(1461-14),월세,19.67,202410,11,500,58,2,2003,신림동5나길 26,202411~202511,신규,-,,
12079,서울특별시 강동구 천호동,562-2,562,2,더결블레스,월세,44.54,202410,11,"2,000",30,2,2020,진황도로25길 14,202411~202611,신규,-,,
12096,서울특별시 중구 황학동,1628,1628,0,블루카운티Ⅱ,전세,22.81,202410,11,"15,300",0,5,2014,난계로17길 18,202410~202610,갱신,-,"14,800",0
12112,서울특별시 도봉구 창동,635-31,635,31,The H 2차,전세,59.86,202410,11,"30,000",0,2,2020,우이천로22길 16-13,202411~202611,신규,-,,
12118,서울특별시 종로구 부암동,154-2,154,2,캐피탈오피스텔,월세,42.2,202410,11,"1,000",70,4,2002,자하문로 252,202411~202511,신규,-,,
12140,서울특별시 강북구 번동,418-3,418,3,효성네오인텔리안,월세,29.1,202410,10,"1,000",65,6,2005,도봉로 352,202410~202510,신규,-,,
12144,서울특별시 은평구 불광동,274-7,274,7,경인에버빌,전세,20.7,202410,10,"20,650",0,6,2021,통일로 738-2,202410~202610,갱신,사용,"21,000",0
12155,서울특별시 중구 황학동,1079,1079,0,-1079,전세,45.56,202410,10,"28,000",0,8,2017,난계로13길 10-4,202411~202611,신규,-,,
12160,서울특별시 중랑구 면목동,626-31,626,31,MD타워,월세,19.99,202410,10,"10,000",70,6,2019,면목로 300,202411~202611,신규,-,,
12164,서울특별시 광진구 자양동,608-21,608,21,제이원하이텔,전세,23.94,202410,10,"13,500",0,4,2004,자양번영로 34,202410~202610,신규,-,,
12208,서울특별시 관악구 남현동,602-51,602,51,드림뷰오피스텔,월세,16.83,202410,10,"3,000",35,2,2004,승방6길 20,202411~202611,신규,-,,
12216,서울특별시 관악구 신림동,1432-178,1432,178,도라샘타워,월세,29.98,202410,10,"5,000",115,7,2023,신림동1길 20-6,202410~202610,신규,-,,
12229,서울특별시 강남구 역삼동,708-31,708,31,선릉역 우정에쉐르 멤버스,전세,33.33,202410,10,"20,000",0,2,2004,선릉로87길 14,202412~202612,신규,-,,
12242,서울특별시 금천구 가산동,238-50,238,50,킹캐슬7차,전세,19.28,202410,10,"22,150",0,9,2023,벚꽃로 196,202411~202611,신규,-,,
12266,서울특별시 강서구 방화동,620-209,620,209,더스카이2,월세,27.37,202410,10,"12,000",10,2,2016,개화동로27가길 4,202411~202611,갱신,-,"12,900",5
12310,서울특별시 마포구 동교동,159-6,159,6,파라다이스텔,전세,34.86,202410,10,"22,000",0,14,2003,양화로 157,202411~202511,갱신,-,"22,000",0
12324,서울특별시 강동구 천호동,169-12,169,12,성우스타팰리스,전세,44.47,202410,10,"28,868",0,5,2019,성안로25길 21,202410~202610,신규,-,,
12359,서울특별시 금천구 독산동,145-2,145,2,한영솔레이유시티,월세,41.82,202410,9,"22,080",20,2,2018,시흥대로 485,202411~202611,신규,-,,
12368,서울특별시 영등포구 영등포동7가,Feb-91,91,2,블리스 다임빌,월세,22.12,202410,9,"23,000",30,3,2018,국회대로54길 2,202412~202612,신규,-,,
12406,서울특별시 영등포구 영등포동1가,Apr-92,92,4,여의도투웨니퍼스트,전세,42.2,202410,9,"32,000",0,2,2018,경인로112길 1,202412~202612,신규,-,,
12424,서울특별시 동대문구 장안동,344-8,344,8,태솔타운,전세,59.45,202410,9,"30,000",0,3,2012,장한로26가길 15,202411~202611,신규,-,,
12431,서울특별시 광진구 화양동,17-92,17,92,세종에버그린,전세,33.71,202410,9,"27,000",0,2,2018,광나루로16길 21,202412~202612,신규,-,,
12449,서울특별시 중랑구 상봉동,103-16,103,16,상봉 어반하임,전세,38.89,202410,9,"28,000",0,4,2021,망우로48길 38,202412~202612,신규,-,,
12463,서울특별시 용산구 한강로3가,65-230,65,230,한강대우트럼프월드3,전세,30.91,202410,9,"29,000",0,30,2004,한강대로 26,202411~202611,신규,-,,
12469,서울특별시 영등포구 양평동4가,153-3,153,3,하나한강파크뷰,전세,29.35,202410,9,"30,000",0,7,2020,선유로51길 7-1,202411~202611,신규,-,,
12497,서울특별시 관악구 봉천동,918-6,918,6,(918-6),월세,15,202410,9,500,45,3,2001,청룡8길 43,202410~202510,신규,-,,
12508,서울특별시 강남구 삼성동,112-1,112,1,씨티라이프 61,월세,34.08,202410,9,300,185,9,2014,봉은사로 404,202410~202501,신규,-,,
12519,서울특별시 관악구 신림동,1462-34,1462,34,(1462-34),월세,18.93,202410,9,"3,000",47,4,2005,관천로 82-1,202410~202510,신규,-,,
12526,서울특별시 강서구 가양동,237-1,237,1,아트리버빌 5차,전세,41.79,202410,9,"21,400",0,3,2018,양천로47나길 48-10,202412~202612,신규,-,,
12544,서울특별시 은평구 응암동,678-3,678,3,(678-3),전세,17.22,202410,9,"5,900",0,6,2003,가좌로 165,202411~202611,신규,-,,
12576,서울특별시 서대문구 충정로3가,465,465,0,충정리시온,월세,29.56,202410,8,"15,300",2,4,2004,서소문로 27,202411~202611,신규,-,,
12580,서울특별시 강서구 등촌동,511-2,511,2,더 해담,월세,32.38,202410,8,"3,000",120,2,2022,등촌로 197,202410~202610,신규,-,,
12594,서울특별시 강서구 염창동,274-2,274,2,에이치밸리움2차,전세,50.5,202410,8,"43,000",0,4,2021,공항대로61길 10-6,202412~202612,신규,-,,
12631,서울특별시 광진구 자양동,02-03,2,3,더 라움 펜트하우스,월세,58.82,202410,8,"4,000",400,15,2022,능동로 81,202410~202510,신규,-,,
12657,서울특별시 강동구 천호동,167-2,167,2,다성이즈빌,월세,18.13,202410,8,"13,000",15,2,2016,성안로25길 54,202412~202612,신규,-,,
12659,서울특별시 강동구 천호동,191-13,191,13,펠리체65,월세,29.95,202410,8,"2,547",26,5,2023,진황도로27가길 29,202410~202612,신규,-,,
12682,서울특별시 영등포구 영등포동3가,17,17,0,다솔 메트로시티,월세,27.73,202410,8,100,100,12,2020,영등포로42길 9,202410~202504,신규,-,,
12697,서울특별시 강서구 마곡동,05-01,5,1,갤럭시오피스텔마곡2,전세,28.43,202410,8,"17,000",0,7,2017,양천로47길 104-9,202410~202610,갱신,-,"16,500",0
12698,서울특별시 영등포구 당산동1가,14-6,14,6,트러스트,월세,23.37,202410,8,"1,000",130,8,2022,영등포로 148,202410~202510,신규,-,,
12699,서울특별시 영등포구 문래동3가,Mar-83,83,3,문래동대동오피스텔,전세,40.67,202410,8,"13,500",0,7,1998,문래로 77,202410~202610,신규,-,,
12704,서울특별시 관악구 신림동,1446-9,1446,9,(1446-9),월세,18.69,202410,8,"1,000",46,3,2003,봉천로 180-1,202410~202510,신규,-,,
12706,서울특별시 관악구 신림동,1418-36,1418,36,(1418-36),월세,20.64,202410,8,"1,000",59,2,2003,신림로70길 70-7,202410~202510,신규,-,,
12708,서울특별시 영등포구 당산동3가,10,10,0,진성오피스텔,월세,18,202410,8,"11,500",15,2,2010,양산로 155-1,202411~202611,신규,-,,
12724,서울특별시 영등포구 양평동6가,02-02,2,2,정현파라베나,전세,28.29,202410,8,"29,900",0,11,2021,양평로28길 7,202412~202612,신규,-,,
12727,서울특별시 영등포구 신길동,96-13,96,13,피오에스오피스텔,전세,19.99,202410,8,"8,000",0,4,2003,영등포로 375,202411~202611,신규,-,,
12729,서울특별시 서초구 서초동,1601-6,1601,6,스위트서초,전세,36.74,202410,8,"30,000",0,2,2018,효령로55길 16,202411~202611,신규,-,,
12732,서울특별시 서초구 서초동,1337-22,1337,22,서초동 대우디오빌프라임,월세,54,202410,8,"2,000",220,5,2005,강남대로 321,202410~202510,신규,-,,
12736,서울특별시 강남구 역삼동,736-22,736,22,메이플라워멤버스빌오피스텔,월세,20.1,202410,8,"13,000",15,5,2006,테헤란로20길 15,202411~202611,신규,-,,
12750,서울특별시 관악구 신림동,1568-13,1568,13,(1568-13),월세,16.62,202410,7,500,41,3,2004,난곡로64가길 30,202410~202610,신규,-,,
12756,서울특별시 영등포구 당산동,121-107,121,107,현대뉴스타오피스텔,월세,27.54,202410,7,"8,000",10,7,1993,버드나루로 109,202410~202510,신규,-,,
12761,서울특별시 영등포구 양평동2가,19-4,19,4,양평동 오피스텔,월세,31.98,202410,7,"7,000",33,8,2004,선유서로21길 14,202410~202510,신규,-,,
12764,서울특별시 강남구 청담동,130-8,130,8,더 리버스 청담,전세,45.09,202410,7,"67,200",0,6,2019,영동대로 740,202411~202611,갱신,-,"64,000",0
12765,서울특별시 관악구 봉천동,883-4,883,4,하임S,월세,15.4,202410,7,"3,000",55,6,2018,남부순환로 1790,202410~202601,신규,-,,
12795,서울특별시 강동구 천호동,167-120,167,120,(167-120),월세,39.33,202410,7,"20,000",30,3,2016,성안로27길 63-20,202411~202611,신규,-,,
12831,서울특별시 양천구 신정동,1192-16,1192,16,명진오피스텔,월세,23.99,202410,7,"1,000",40,5,2002,중앙로45길 28-6,202410~202610,신규,-,,
12833,서울특별시 은평구 역촌동,41-55,41,55,예그리나 10차,월세,29.9,202410,7,"1,872",19,5,2023,진흥로3길 2,202410~202612,신규,-,,
12861,서울특별시 은평구 녹번동,131-14,131,14,(131-14),월세,25.47,202410,7,"7,000",25,3,2003,진흥로 170,202410~202610,신규,-,,
12875,서울특별시 용산구 문배동,40-31,40,31,리첸시아 용산B,월세,59.2,202410,7,"30,000",70,3,2010,백범로 341,202411~202611,신규,-,,
12891,서울특별시 중랑구 상봉동,128-32,128,32,다인캐슬,월세,58.56,202410,7,"3,000",140,3,2022,망우로38길 10,202411~202610,신규,-,,
12900,서울특별시 영등포구 영등포동2가,94-307,94,307,리치팰리스,전세,18.78,202410,7,"23,500",0,5,2021,버드나루로3길 4,202411~202611,신규,-,,
12943,서울특별시 강서구 방화동,612-61,612,61,마곡 킹덤 퀸터플,월세,34.08,202410,6,"1,000",110,9,2020,방화동로3길 39,202410~202510,신규,-,,
12950,서울특별시 강서구 화곡동,938-5,938,5,웰타운B,월세,29.86,202410,6,"2,000",75,6,2020,월정로20길 19,202410~202610,신규,-,,
12954,서울특별시 강남구 수서동,725-1,725,1,목화오피스텔,전세,36.36,202410,6,"16,500",0,4,1997,광평로56길 8-9,202410~202610,갱신,-,"15,750",0
12958,서울특별시 강남구 역삼동,822-7,822,7,목화밀라트,전세,31.33,202410,6,"26,000",0,9,2004,테헤란로 113,202411~202611,신규,-,,
12978,서울특별시 강북구 미아동,459-5,459,5,재원오피스텔,월세,21.12,202410,5,"2,000",55,3,2004,도봉로15길 19,202411~202611,신규,-,,
12998,서울특별시 광진구 광장동,125,125,0,워커힐 팰리스,월세,43,202410,5,"15,000",10,2,2005,아차산로78길 18,202411~202611,신규,-,,
13014,서울특별시 광진구 중곡동,158-4,158,4,(158-4),월세,29,202410,5,"14,000",35,2,2012,천호대로109길 15,202412~202612,신규,-,,
13034,서울특별시 동작구 사당동,212-1,212,1,남성오피스텔,월세,15.51,202410,5,"2,000",35,5,2002,사당로 164,202410~202610,신규,-,,
13050,서울특별시 영등포구 양평동3가,78-20,78,20,포엠빌,전세,28.53,202410,5,"30,000",0,7,2023,선유로 198,202412~202612,신규,-,,
13069,서울특별시 관악구 봉천동,1566-10,1566,10,제일캠퍼스텔,월세,15.28,202410,5,300,40,6,1998,쑥고개로 101-4,202412~202612,신규,-,,
13072,서울특별시 관악구 봉천동,867-7,867,7,(867-7),월세,19.2,202410,5,"9,000",20,8,2003,관악로15길 23-10,202411~202611,신규,-,,
13083,서울특별시 관악구 봉천동,867-12,867,12,봉천동 867-12 공동주택 (대호아이피개발주식회사),월세,24.16,202410,5,"1,000",75,3,2013,남부순환로218길 37,202412~202612,신규,-,,
13088,서울특별시 금천구 가산동,235-48,235,48,대동파크빌,전세,38.1,202410,5,"25,200",0,3,2021,가산로3길 70-1,202411~202611,신규,-,,
13109,서울특별시 금천구 시흥동,998-5,998,5,나인팰리스,월세,24.22,202410,5,"3,000",55,4,2016,금하로5길 17,202410~202610,신규,-,,
